Producer      Producer key                                              Url                                                         Scaled votes
syndicateoss  EOS6qsU2AEjWvyx9Ah7qmTd4AMzFVTrPdjeM3MVf28txouDp5HDDh     https://syndicateos.com                                     0.0000
activeeoscom  EOS788SrVzZ3mJt3WUZkmYadjFJCisJGhZRTp85EznxEaqsARN26w     https://www.activeeos.com                                   0.0000
eoszonrussia  EOS64bByNgmGZrPHzVLqMZteuc4mDkpByY3RukopFhf5ZKKk8eJM7     http://eoszon.io                                            0.0000
eosninetiess  EOS7eMeo7dgG42NQPy4x45X2VhG8T3gjnwuSdsoGeGzz1w3Hwrr7m     http://www.eos90s.io/                                       0.0000
eoscollegeus  EOS79wgJB5owmSmJbew6ZUq1PGNN2vZmetTNC6oaYLcdx1Cm3HsZJ     http://eos.college                                          0.0000
disfundbpeos  EOS8YKiT2wKYFHw75xaXA58S6exo9CsDnr3iuMMpsSwZ2W473Tdif     https://alexbond.keybase.pub/eos_df_bp.json                 0.0000
eoslawyereos  EOS78J1hRNUKTzdGHUE8zLRVTSQLC8qfPKQLfF9iEeNRPZxWMJwvx     https://eos.lawyer                                          0.0000
eoswancloud1  EOS8Th8M1gWRetXwz4zfcrXp4jnfqTDYFGzUzBpmsBkNFT8p4AN6E     https://eos.wancloud.cloud/bp.json                          0.0000
eosyosemitex  EOS87Dyks1xtpeaLXNjouPmz29YLnKwrrkduBoiqZwvFG5jTFyDnp     https://yosemitex.com                                       0.0000
eosarmyioant  EOS8gHdkgwd3FGeayLviL2JR4F8x1TpnG7JizqZzdD2bnK1wicuvy     https://eosarmy.io                                          0.0000
eosnewzealbp  EOS5t4hArzAFoA1LVkg4ynffSz9W15a2BYjoF1vDLo7PukwWbhs8B     https://eosnewzealand.com/bp_info.json                      0.0000
taxreliefeos  EOS5CLuk8Fz3F1vu4jKs3aA3MNsHdRhjBHNjU5DfTGya3rURUQoAp     https://eostaxrelief.com/bp_info.json                       0.0000
eoshorizon11  EOS7tH9RE8UN3kD8d4F3PJxMHCu7UW4RoQmuCcQe3wqFLm8hrJW1L     https://eoshorizon.ca                                       0.0000
eosbepalsafe  EOS86hvMribS2cvz2NEHrT7LRzpxuW1v6oGJU47ec8C4HXsFKmRn3     https://eos.bepal.io                                        0.0000
eoshcchealth  EOS7qQrBczoy9B892tRY9eir21eBh6S1nUMjZGyJaVY1EDLe7TdvL     https://eoshcc.keybase.pub                                  0.0000
eosbeaneosbp  EOS6SKU4doMQKnjvgBvxhEAtEVE41CaNAtZ9LgrbVXXtLTNqLtdzy     https://bp.eosbean.com                                      0.0000
eospalliumss  EOS62ThFzb79uGUSedeE2rCLucFAKBoEEmfNyhfd7Y8Qcr9EvCYny     http://eospalliums.org                                      0.0000
eoscocoshost  EOS6f1JapkWZAkzGZuwrEfWEvMFvj8Uz8DeeE9wsrXCobWa5SQejv     http://www.cocosbcx.io/                                     0.0000
-L eosblockzero for more
