Producer      Producer key                                              Url                                                         Scaled votes
certikeosorg  EOS57kRcpx1QT4Wn4uA6agwYdJNGew4cfrzKnzrvQZiVE85huUBAB     https://certik.org                                          0.0118
teamgreymass  EOS4xurP5oZk4WvMUp9neKkw94DJ2iq48GtMD5Dff3GKe6krh2ctR     https://greymass.com                                        0.0117
eoscafeblock  EOS7MAPWVuYcxNtc2n9e6WaEedEZd9thGVHn2Wpu2PoMhNiteTTqL     https://www.eoscafeblock.com/                               0.0115
eostitanprod  EOS5z4JJRLvNasG4VRWYLRNC5TeLquNM8k5oBWWpRhpf9mgJH9e9K     https://eostitan.com                                        0.0113
eosbixinboot  EOS7QC1XfAtkYeLjbHQjcDWVqUsxuSJ3YRhNyG93VAv2u3uHopGVp     https://en.eosbixin.com                                     0.0113
libertyblock  EOS7TqVs7LpMzJwikiWkGTG9UGSwcQVhxP2ZKBM7FCbUwcrryNgHP     https://libertyblock.io                                     0.0101
koreainbexbp  EOS5etfhAtNFNzAxGQbrAHfZ5DsYheJ9B7apbvHMctdaKJ5Bti8g5     https://inbex.com                                           0.0100
moonxwitheos  EOS7N8oWEpqwQ8oetS8ENSGLMxsG6cvG12nCojgfNKdf3xe1asPiw     https://moonxwitheos.com                                    0.0095
games.eos     EOS8RPaLn29zeBcjFfQzS1Pb1VoyJkGY7ePATzFbfgWvf9LJkTmvC                                                                 0.0095
cryptolions1  EOS5yHaUBwhpwFftNjADdVwBpCVybLPg5P3z7HpTbDGjUfpqwWSSf     https://cryptolions.io                                      0.0094
eoscybexiobp  EOS5dN7CQRh98Ecx4mZNgq9DWLFJALPGmaFuuG3MYCRrVfUmDTV45     https://eos.cybex.io/                                       0.0084
alohaeosprod  EOS53pfXfxZ4tH3EGccdnGvBZVJsrcSf2nbCKiLLMphgaii9XxxhM     https://www.alohaeos.com                                    0.0083
eosfengwocom  EOS7qfQTT4xsPHmS8ywD9beppViEQ2TdejpLUcgXir5ofzn6qr1dW     https://eosfengwo.com                                       0.0082
eossiriussbp  EOS6R99FWXvh53cN6dtgNRrcJWXzvr49QM1JnSgvNJe6ZTXyjGBTe     https://eossirius.xyz                                       0.0079
eostribeprod  EOS7gD4EXA96SEQ9RQrLfbU19tLHmGPcJXSPXdkrQh4bCkUghg6QE     https://eostribe.io                                         0.0078
itokenpocket  EOS8BYCigFER1XBbMqD3GjVVF5B3BmB1E1nkjJJTxPX4tmdS3YwMR     https://www.mytokenpocket.vip                               0.0078
oraclegogogo  EOS6yuqAb4eASpqJzfkPgh6sSX5Uy4vaTTJQJSXzuS6QV8Z6KSWJG     https://oraclechain.io                                      0.0077
eosgenblockp  EOS6y277mUAuj1Pn3uUiqmDTME2ujhRCVQtw6pCQ8q3uFfwEVjoJ1     https://www.genesis-mining.com/eos                          0.0076
eosamsterdam  EOS8HDwgQnKMHAxzva9eyHsPeETv23JSQ6RRzQjJLvCsZ6b1ySgQo     https://eosamsterdam.net                                    0.0073
blocksmithio  EOS6XVaKPQNJeyCdKXG3VbLD7VZZbah8jNQBafCySPgzEtnNiM7L8     https://eosblocksmith.io                                    0.0072
eosvolgabpru  EOS57GDRS9QJWBJie9yQAxvrDKw9p6wiiQ9B8Sv2uJ7WazowB4pkK     https://eosvolga.one                                        0.0070
eosyskoreabp  EOS7TjKVBkBcSmjsXF4jJfZ1QU9RqVHuBkkcHNJoEcHGR79CoLf2f     https://eosys.io                                            0.0070
eosrapidprod  EOS8QEFsgUWj7BscQNkiremtpSoRkzwDqmCPpKKCHYXGNaqxXFQ4h     http://www.eosrapid.com/                                    0.0069
tokenika4eos  EOS8Src8Nd3EoJpewmPzSDjZP8A3iLuHky4itLqWwuCjPNdCztrVL     https://tokenika.io                                         0.0067
eosnodeonebp  EOS5jc4oQrKhKazEHVb1pdrhuzURDUVY4yXXv93tyZ2XdNik44VGD     https://eosnodeone.io                                       0.0067
eossnzpoolbp  EOS6gQeftj3V2yuGdxAJcNfNAw2PpsjftYK4PrmW6uob6xgYcQHKw     http://snzholding.com/                                      0.0066
eoslambdacom  EOS5WU7KKVyqFPYtK2wbqvWN9mK4cvr8naqYsZ5LjEEszsmFsm7Qc     https://bridgepool.lambda.im                                0.0065
eoszhizhutop  EOS5rmsDiYCtEgsEpZvcxNvLcxStufWALs4Lmfy85pnJKTdPjcpuT     https://eos.zhizhu.top/                                     0.0064
eosisgravity  EOS8UFLCQ8n2PzbKFv8CU87fQKXeyNXr3fn2oMwFayEYyCpkFG3YF     http://eosgravity.com                                       0.0064
eospacificbp  EOS5RVMEH23hYRjhW2VoKNQCM1ooLhVgFpC38e8bWV2YzefyGZbMY     https://www.nodepacific.com/                                0.0063
aus1genereos  EOS57ZyzVjoEG2bvzmYmmeiH8YnYtRudxNKxppx17q7Hg29F8tW4t     https://www.genereos.io                                     0.0062
hkeoshkeosbp  EOS8SXELcUbgtBTmi7of9CJTUc6eGPw68G8ph7nLD7wpHkEosEShs     https://www.hkeos.com                                       0.0062
geosoneforbp  EOS7CjPeMYUj2Ydmw667JJNsQA5mige9YE4FVxMCT81Jst3SRVbX3     https://www.geos.one                                        0.0061
eosstorebest  EOS857vKqpcN7Tt7zCab47CCpjvGcaKbf7MpTwN3ktGsDToynSuTA     https://www.eosstore.co                                     0.0060
eosnairobike  EOS8AUQK2XQo9StudQqDFn1riSHKaDwXiUjDPNGtDad6hLd2PnDGc     https://www.eosnairobi.io                                   0.0059
eosdublinwow  EOS5bjub7pm8H9WLMYW5ETSwfFKrEJpVWwiwK5knvGAqLVUjEpLxx     https://www.eosdublin.com                                   0.0058
eosplayworld  EOS8hzGgYc4am5twGS84kopk5uz4vChhHrCDRV4H6FPtREehzKvTk     http://eosplay.world                                        0.0057
paytomateosp  EOS62DzQLxR9ZbHvUejEiY5e7PRzD1XnU74D14ZfU6bCgiGfiKwJJ     https://paytomat.com/                                       0.0057
sheos21sheos  EOS5nUybopuNRPp4Lgpt3BCxT3j2Zw3BftJha8gLbJFvMQBMC3ToL     https://sheos.org                                           0.0056
eosphereiobp  EOS5FYRrG3ThNU56d3uZ8d4bo4MsN5Fig9WPY3xYSpH3RqPhpoH3A     https://www.eosphere.io                                     0.0055
eoscleanerbp  EOS78TFJoRhhQBbAwvdknietfteVYt4GW8bdKSPnw3t3eWHfLrKG4     https://eoscleaner.com                                      0.0055
superoneiobp  EOS6jtExp2sGpxMY8jFP1aBhDkdyHvuMS7EAVgDWQ7kaeMtdLH34U     https://superone.io                                         0.0055
eosmatrixeos  EOS7bXYArQpZTji97zpQK8CvUyef3fanEQuWHTSdiTNfZeacCi3wn     https://eosmatrix.co                                        0.0054
ecoboost1111  EOS5g9D7uJuEwNzby2uAu1qVxLishXJm1T2odBPxdU3UzP7xYwVA5     https://ecoboost.app/                                       0.0054
eosiodetroit  EOS6cGjgMnrdsBt5zAjpvqUdPiSjHjdQdsF1tpTG8Dpz9rPitHUMd     https://eosdetroit.io                                       0.0054
stakingeosbp  EOS5qRrHJsVLU1ZvG6A3Em35n9hZzt8JBCDaBScz3EodTbgejMUR9     https://www.stakingbp.com                                   0.0053
eoshenzhenio  EOS8EJrMphgHJx5EkHQ4ryodbvnocZEC1xp5T1FnRsT7XtzYA1FE7     https://eoshenzhen.io                                       0.0053
moreisfuture  EOS671RDSn2embqDJhFHKWZqqCfVgNAmi2p3vQZfQBX77GypcGoF2     https://more.top                                            0.0051
newdex.bp     EOS7eygG47yodHQpMTFSzutDci8EAXQC9H5B3NWGZE8V7HjBybaC5     https://newdex.one                                          0.0051
eosvenezuela  EOS7pUMws312EjWwCcyMvV8hJiN5DFePdxsCknTJsrthp1an2AZXu     https://eosvenezuela.io                                     0.0050
eosmotioneos  EOS5JEphcJgHbvVqnKwz93Buq5SUCkkZkgwdiTbXfgF8steHpJuj4     https://project.motion.one                                  0.0050
eospaceioeos  EOS7dZPHgFJXwHz84JWf5QgybxLpp95cxYE5c4yngsrSqgVFczaPs     https://eospacex.com                                        0.0049
jrrcryptoeos  EOS7JR4vL3P2qgPwfMagZDqAtRLjB38qQCe6xw87gefVV73x85bsw     http://www.eosjrr.io/                                       0.0049
eosflareiobp  EOS6FLARENUBrQSqSRWk4BZG6oyUcepnTb1T6j3LgrExpJaL4gk89     https://eosflare.io                                         0.0049
eosmetaliobp  EOS6nTwVt2xXPqj49crMpFRpe6ooMi8od5RMSS763Rvfv7Hh2SQNT     https://eosmetal.io                                         0.0048
eosunion1111  EOS5YrPTWCKNHHLuntq13Q9X6M2CFCNGb21GqrcjUexqBBjxpCG7H     http://eosunion.io/                                         0.0048
blockmatrix1  EOS6oNSm6QKnMBzJDHiA32KsEjSgKKt1nGdPYfc2wZU34HA9GjP9q     https://blockmatrix.network                                 0.0043
eosantpoolbp  EOS6F9hDeGD3unoq67N9pmLVXKvsLTqi7wx3Ly9kxq4fZB3qLTjcs     https://www.eosantpool.com                                  0.0042
chainriftxxx  EOS7RQ6fJTDzZTSoL6tmzXwfs9FLZTUPWDe6pNAhqqWHvcAxG7qdN     https://eos.chainrift.com                                   0.0037
eoseouldotio  EOS6SSA4gYCSZ3q9NWpxGsYDv5MWjSwKseyq25RRZexwj8EM6YHDa     https://www.eoseoul.io                                      0.0030
eosfishrocks  EOS4xAhqjLs5fsCzw7QsGYJtRDVo3t2xRFCHd7amGEWwhjSb5DPZT     https://bp.fish                                             0.0027
eosvibesbloc  EOS5wjoLzkppkupmajDM59StKoFSR9AZugfnRSkuBZKDgTrBHP6ZZ     https://eosvibes.io                                         0.0027
acroeos12345  EOS56PyKoHXwyRkwDzr2uNhgDRioPoq5TwdN8Pm2hQGko7jrup2W5     https://acroeos.one                                         0.0025
eosukblocpro  EOS7SQTW7Mz3zQwTrq1KTeVzWx7bHjqR3HffTCCRxRRzvrJFS2qjs     https://eosuk.io                                            0.0021
eoscandyone1  EOS8SZrDZ6s1H9wrJrzeUqqm4QFXFgUZ9515osJsAbsgth4RknaeP     https://candy.one/                                          0.0021
eoswinwinwin  EOS5oPnhMKL6bBCWn5CFqDBrd3Wnhezeny4pctwyeXBXWwv2hASmQ     https://eoswin.info                                         0.0018
costaricaeos  EOS7phU8qE6nPCfpkCQ2T3HmRwGg6z4v61RTLvPBBVmPWmPisZoWY     https://eoscostarica.io                                     0.0015
eosminergate  EOS5dLSkjLYTxfJqZG4v7oGHx9qaXC2QbnjH9ZepP2ywdzC66CNjy     https://minergate.com                                       0.0012
sheleadersbp  EOS89Ra3aB9AdvxqvUnvFW4WGqbGeXmXaXDU6mU5a71yBvrwg2neQ     https://www.sheleaders.one/                                 0.0011
sheleaders21  EOS7LGK4aCwe69AB9f796fdTaiz4zCQPCUV1mLU8Qwm4voAgWbQ96     https://www.sheleaders.one/                                 0.0009
philippinebp  EOS5saVmvHKysAcd8GSjEhgG8NjJCbL5WemRQ8sZoSEohB1Db8gEd     https://eosph.io                                            0.0008
sanfranc1sco  EOS8PmeRSohoVV1ZbGZDk263RDGJVu5H2erYNVxo2dvJ8ZMd4AMjp     http://bp.eossf.net                                         0.0007
eostaipeieos  EOS7Dt2HCR6BeNAiQPqtC51NWEfaQYkqSQGG6Q2AVYSxSXhbL5Do4     https://eostaipei.io                                        0.0006
unlimitedeos  EOS8jjSeSmwX4kxMbpo8G4uibMnhf52QrGi4f9N7Zd3jY6oYVt9g6     http://www.unlimitedeos.com                                 0.0005
eosecoeoseco  EOS57oitM7gnt9aU2eWCDrSzw4C9x3ez8nXE24mnVfZAD3EqPhFXf     https://eoseco.com                                          0.0004
eosbarcelona  EOS7o7ZUH8bZBkLNCKCK3BgFNAqtXPrr337CGsbxT2juaXoVnUfkr     https://eos.barcelona                                       0.0004
eosonoeosono  EOS5AHfFwaJxjMPkrufw4aCTFvJJUVgpwqwvghhYrFahik7oxaXah     https://ono.chat                                            0.0003
eosthushuimu  EOS7mawmWYTjzjt2riNSHKQhA8E86r3L8eXhcotuskGPJU6RNzUZs     http://www.eosthu.com                                       0.0003
dposclubprod  EOS8AJ1rum6Z8k4sfHe9JM6PkJ2UTi8RDxp5WTy6qCd4mkfMCv5gy     https://about.dpos.club                                     0.0003
keoskorea111  EOS8cHtUUPwQd1GQtubdd1XYqwqBPZVhmuywnx1Gkv55E8sx273SM     https://keos.kr                                             0.0002
bitspacenode  EOS7HTwXWUyiKhALQks3uW2n3NXfiZiw7NWG3MC44gHxUYp6ruDgK     https://eos.bitspace.no                                     0.0002
eosgermanybp  EOS6KTbE5ktt6snuTGoQYFibvC3w86T7NVpYLhUFamNNPNJxgUSZ8     https://eosgermany.one                                      0.0002
eossandiego1  EOS5uvviewoQV5z1afft5Pk11GYa7W16EgFNnvEDo5Ayr3TBmznaN     https://eossandiego.com/                                    0.0001
dutcheosxxxx  EOS7zv7RMS5SuSRDfBzv7DUbS9ovf3MRvDyAkBum6AitpDs5NtMmT     https://dutcheos.io                                         0.0001
eosvietnambp  EOS7dmPz74vjDwZpVqYxBn56HPAwmAnyyX2xZaNMeBpSX3Cg1DG2B     https://eosviet.io                                          0.0001
eosvancouver  EOS7iENfXSAhKVxbi4cjviazqKYM58vpsPYEkkJHJxabsPiYk1aHs     http://www.eosvan.io                                        0.0001
eosadddddddd  EOS8RBVQtaZRWNq5iRoKK3b5nnWHPmqoLgUZbK3TfAtyvucy4QR65     http://eosadd.com                                           0.0001
hexlantttttt  EOS83xBpEBigshibgFNjbX3jqHZNDzcnJJrGZaq2ioYTjpGEfckXf     https://hexbp.com                                           0.0001
eosjapanclub  EOS5dCcHYR9EQyibQ8NFvqyAKT9YfdAs5ynwtQ8krn22QNwHe6awx     http://www.eosjapan.co.jp                                   0.0001
franceosysbp  EOS7FurktbYTCLzwVpjckHxC2Wx1zuWysUzyjWXhG9fm9E2geV6ZA     https://www.franceos.fr                                     0.0001
eospaygatebp  EOS6An3xHstoTrAjhALB4R5LzTgwvcXZL5hTNtFeNyFRXutJiq1WJ     https://bp.eospay.host                                      0.0001
switzerlanda  EOS7eZQYHQYCoh3uMJyGVrnHgDBxgfp93QAmwLV7nWoQLkeaM7HUs     https://eosgeneva.io                                        0.0001
blockchained  EOS7NkhhRMNz4HoBxvea27gsWJoYjaWzWQCBSmkToZP1cC5e5uMp6     https://eos.blckchnd.com                                    0.0001
blockpro1eos  EOS8mmyZ3zfppKvhRRsz6rSgTgNHuf2GuEVPmtkDFDoYGpfgjih7x     http://blockpro.one/                                        0.0001
eoslovebirds  EOS8PKEHrBuBGJwA5MuMwkptWVJhNbhNpVgBRUb4DpxhD5JmQpxgQ     http://eoslove.io/                                          0.0001
eosholdings1  EOS4uLtAMBg8QyeMKYMVxQfrurQqfKLRnCpwWq9c8MPMk2cmdWZ8y     http://eos.holdings                                         0.0001
qxeosqxeosbp  EOS6BSNQfe3t1Q13L4kVfWipzjvYa9aHQLhLyg1UzxNZLiGKVwKMu     https://www.blockpin.net/eos                                0.0001
ivote4eosusa  EOS6KzD4YVbuXV5uBH5d4Ay4sTzuQk88ivmnWfJPLoo6SFrX6iyqj     https://bp.eosusa.news                                      0.0001
eosvillagebp  EOS63VmFVSwsLBDdepSyx4yr1qeJkrLNq2v1Tgf45WH7sU5mnhLPw     https://eosvillage.io                                       0.0001
eosarabianet  EOS6JuwKSkEiYNR88bV9wz7uQGjMiSabMzFearb6UmuEE4uK3rSR6     http://eosarabia.net                                        0.0001
swedencornet  EOS55RGDuvrXjDaijB7ixYtJ1U7EnWDe16X9aWxAPQ64jrYCrsbCQ     https://eossweden.eu                                        0.0000
chainclubeos  EOS6bTR5gkBdGQhbM6uFYMYdc2kugU2FUA3XD5soHSCt1pXbGjHjn     http://eosio.university/                                    0.0000
bpacbpacbpac  EOS55W5m6Rh6x3eCPvEZzPBAgqaahZTjL2y3Sb1VTreNkd9Ns55n3     https://bpac.io                                             0.0000
blockgenicbp  EOS8JmaUHB4PgsYeZT9Cvvy8GwW6AV3T3KgUp2us1LEEAWQkpYbY2     http://blockgenic.io                                        0.0000
infinitybloc  EOS6rocMVe62FVRjZZMCpFQREVbwBFrm5taNHKpYWmdQR4vuqeZsx     https://eos.infinitybloc.io                                 0.0000
eosgreeniobp  EOS6gBhD9Dm7qcJuR5WFuxNo6aH15csHP8uss8esejuNoEUmRZUR9     https://eosgreen.io                                         0.0000
1eostheworld  EOS7DtVzfmr1c5ACb7usAwyn4f39V7urk6kBWswUWCtg3H8H6CFAr     https://eostheworld.io                                      0.0000
eoswingdotio  EOS5o4BNMCy6Sh3BvstKytJS5TnXrxEW5oF7Wh3wBJTnaoQbLpwFh     https://eoswing.io                                          0.0000
123singapore  EOS71UbkZzuz55WNBpsEVQzkXrZAJ2XyLoQiEcS9WKwbYambhFxWb     http://eos.vote                                             0.0000
moesethhlove  EOS7i1ZLdGtB6wa5PJmRDpc5piG6bbkybumLryrG3DsTR9PJa1bMm                                                                 0.0000
blockeosioio  EOS7MzRDHurvE4SV4svK9rquuCeaj8Zz9HrhSUjnFx4G84EK58tWp     https://blockeos.io                                         0.0000
eosteaeostea  EOS5B7V5TxdZPNiBeDUJSdoovg4Unp3CCbUy4KDiuWJXEWcctXLZN     https://eostea.io                                           0.0000
bchainlabeos  EOS6n6RZi6EXHKBX53HyuXgzMw5sUzWWQomwDLYLc1PcjZY3CCzzE     https://blockchainlab.me                                    0.0000
eoswenzhoubp  EOS5SQjv1G8uaxqkXh6Z5nWbKqumhGj91NMq7qkYuvT9YS45QcZsA     http://eoswz.com                                            0.0000
eosraychains  EOS5Az8YZ4rYmMXALZMGmFya8AwvmBvUSCxLDPWQaTFJdab1w7Kv7     https://twitter.com/eosraychains                            0.0000
eosimperabpi  EOS63rCidUQkvk4e4YABXMRzHoPdUYKuSBG38ra8KFnK2vWgHkPf3     https://eosimpera.io                                        0.0000
prospectors1  EOS51wbzGLokeQX9CmDeRv6Lj8pubmexWSCGXgQAY7hQPLZ7RTfto     https://prospectors.io                                      0.0000
eosuestciobp  EOS6oYd5Zj5d12aXKFS8xCY8cPgtkfCvbEo1v1dWK6ein1eAqcExS     http://www.eosuesct.io                                      0.0000
eosmiamidade  EOS5xy38sAWXZ5kStiQSKGK1mJNeKVfeJV3a3kpPRpqt1yryUsTGF                                                                 0.0000
eosgalaxybp1  EOS6yVYyJd5nrGG86FbM3BM7eV91pdykxqvbnHPWoYzCsMy2Uc16r     http://www.eosgalaxy.io                                     0.0000
eosrussiacom  EOS5ph2U56qqMfT5TLPyf3PinfCJQ3w2iTV1KjmSnbEV2Yisn21dD     http://eos.adenso.ru                                        0.0000
roelandp1eos  EOS5XRWPRrffCsdkyNeq5mZoaFNA2JTKPLx8x3rkPsCAUmR4wqhUx     https://roelandp.nl/eos                                     0.0000
eoslithuania  EOS8EhBDNGiqHtwhmPyxFqsqAZfirZUzhqvaErbFVbQem7i5QrNXk     https://eosio.lt/                                           0.0000
eosrealbpcsg  EOS6fcpQu16GAASdLwK6BbTQTMK5EZSh1ecci2oKQJdioQvxp8DRs     http://www.eosreal.com                                      0.0000
eoschaintech  EOS5UeQakt3BvTuQocxPBcZ9do2NnS7uPm76QyDKBv4NExLNfwJeg                                                                 0.0000
ha4daobxg4ge  EOS5ewbBCj3ZrAy5yJnCqBM6Y6X9nCLzJ4DR8rphbqMhapeT3S5eJ     http://eos.medishares.org                                   0.0000
eosnetworkio  EOS7GpcMsDge5fWhhJrzXVzzg5CKtMHxgV8bESMkyGknezuoUMh6T     http://www.eosnetwork.io                                    0.0000
buildteameos  EOS69v4LRsujLS4pdJ2rk91gUaiKzWWkHNDBiRqxLAr1snJLM8QXH     https://buildteam.io/                                       0.0000
eosmoonorgbp  EOS5YAzQHLKs5m8Hk2hFV8cG4d8z6f1E2UpPiYycf5htQ3ZWncmR8     http://eosmoon.org                                          0.0000
eosnigeriago  EOS6YuQtg2ZGrPZm6pdqCuuUmsNiuLkUajFM7n9KzTtXoeAEVWLfg     https://eosnigeria.io                                       0.0000
wizznetwork1  EOS8S4V1znYv72vedfLWMLecZEQ3ZCSLD5oPNmStUYKdbu9PdLJ48     https://wizz.network/eos/                                   0.0000
eosicelandbp  EOS816tGGuqYWDTwdLFGGTx2SsD7xbzkhbVgFZQB9bLjvxs7gwoFD     https://eosiceland.is                                       0.0000
stakedstaked  EOS8mqUDLnCjeXQpqTWzSjcr3FoXNDKrXo7W5qJGPrgpxjEH2KLUm     https://staked.us                                           0.0000
onechaindapp  EOS68hRfmjQTwJmmoPrKA4gYWvdvhUm31PNXCnaez2rY3ZDP83heR     http://eosdapp.oneeos.org/                                  0.0000
cypherblocks  EOS6P9Lzfedgch3GXhNy4oKYY7WRVxTWNjGSNAaxnncJxqPtzB58n     https://cypherblock.io                                      0.0000
eosindiaiobp  EOS5CDcGnvygWYfCT9kig3KjAsLeMAngc47m3oUWeA3Fs641f4n3B     https://eosindia.io/bp_info.json                            0.0000
eoscityioeos  EOS64MstYzkmzQKXumXiZ4ziCrsHuUoYMAyVaTTi6HQwJsdS6aHtt     https://eoscity.io                                          0.0000
eosfutureldn  EOS72rHyQowVgP6EaT9ebnfdbKFvwgSHJsmuv8Nhi8KMWiJ5kRv2h     http://eosfuture.io/                                        0.0000
eoseafricabp  EOS6jaMmqFUAtt4mc3uLmd6cZDbsKbrNqbm3vZV5Ruh9d4X2FBjha     https://www.eoseafrica.io                                   0.0000
germaneostop  EOS83SYvZgxFZxugkzjy1n5cxNr4xYL27wGxDY4yvszDxXWwx9RnW     http://www.germaneos.de                                     0.0000
eoscube11111  EOS5DgNvMFzzatTk23tp6NezQsRQBMxqcd687jo6Ks2GCKWRoSxEp     http://eoscube.io/                                          0.0000
blockgenesys  EOS5hBDfPQFDsQbCdadT9W82YcSJPdYJwVhQnvCLfepa3qL1oBpHz     https://www.blockgenesys.com                                0.0000
btccpooleos1  EOS7V63JPHTT7fxqECgdxcUySEvr3Gjwt376kUe2kQkocBwqfPShQ     http://btccpooleos.com                                      0.0000
privexinceos  EOS7UU7G3gAzaT2gQ2nBJeJCbCx1e7cUj5GWnNBULQCXD61cj62zL     https://bp.privex.io                                        0.0000
csxcommunity  EOS8HsrWJ9omjmwt26fieagCM95f2dsT2CyWuFQSFbp4jR7KyrZPF     https://eos.csx.io                                          0.0000
eoswtzeoswtz  EOS7temBEsAoxRtUNsy7M6XmZMDuxwKvg8EuBYZ9CMfnaiGDUyHwZ     http://www.eoswtz.com/                                      0.0000
eostark11111  EOS8gC9ySrYrP3arewzCp4JQAwb8om7vzttBzzdh9CtkmEDFxZP4h     www.eostark.com                                             0.0000
